Emotions,Path
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-04-02-02-02-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-01-01-01-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-01-01-02-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-01-02-01-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-01-02-02-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-02-01-01-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-02-01-02-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-02-02-01-15.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-05-02-02-02-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-01-01-01-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-01-01-02-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-01-02-01-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-01-02-02-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-02-01-01-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-02-01-02-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-02-02-01-15.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-06-02-02-02-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-01-01-01-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-01-01-02-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-01-02-01-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-01-02-02-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-02-01-01-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-02-01-02-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-02-02-01-15.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-07-02-02-02-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-01-01-01-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-01-01-02-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-01-02-01-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-01-02-02-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-02-01-01-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-02-01-02-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-02-02-01-15.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_15/03-01-08-02-02-02-15.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-01-01-01-01-16.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-01-01-01-02-16.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-01-01-02-01-16.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-01-01-02-02-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-01-01-01-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-01-01-02-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-01-02-01-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-01-02-02-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-02-01-01-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-02-01-02-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-02-02-01-16.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-02-02-02-02-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-01-01-01-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-01-01-02-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-01-02-01-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-01-02-02-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-02-01-01-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-02-01-02-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-02-02-01-16.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-03-02-02-02-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-01-01-01-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-01-01-02-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-01-02-01-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-01-02-02-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-02-01-01-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-02-01-02-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-02-02-01-16.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-04-02-02-02-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-01-01-01-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-01-01-02-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-01-02-01-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-01-02-02-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-02-01-01-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-02-01-02-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-02-02-01-16.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-05-02-02-02-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-01-01-01-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-01-01-02-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-01-02-01-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-01-02-02-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-02-01-01-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-02-01-02-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-02-02-01-16.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-06-02-02-02-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-01-01-01-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-01-01-02-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-01-02-01-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-01-02-02-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-02-01-01-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-02-01-02-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-02-02-01-16.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-07-02-02-02-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-01-01-01-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-01-01-02-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-01-02-01-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-01-02-02-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-02-01-01-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-02-01-02-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-02-02-01-16.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_16/03-01-08-02-02-02-16.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-01-01-01-01-17.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-01-01-01-02-17.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-01-01-02-01-17.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-01-01-02-02-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-01-01-01-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-01-01-02-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-01-02-01-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-01-02-02-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-02-01-01-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-02-01-02-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-02-02-01-17.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-02-02-02-02-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-01-01-01-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-01-01-02-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-01-02-01-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-01-02-02-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-02-01-01-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-02-01-02-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-02-02-01-17.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-03-02-02-02-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-01-01-01-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-01-01-02-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-01-02-01-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-01-02-02-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-02-01-01-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-02-01-02-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-02-02-01-17.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-04-02-02-02-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-01-01-01-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-01-01-02-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-01-02-01-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-01-02-02-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-02-01-01-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-02-01-02-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-02-02-01-17.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-05-02-02-02-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-01-01-01-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-01-01-02-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-01-02-01-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-01-02-02-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-02-01-01-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-02-01-02-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-02-02-01-17.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-06-02-02-02-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-01-01-01-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-01-01-02-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-01-02-01-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-01-02-02-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-02-01-01-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-02-01-02-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-02-02-01-17.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-07-02-02-02-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-01-01-01-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-01-01-02-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-01-02-01-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-01-02-02-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-02-01-01-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-02-01-02-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-02-02-01-17.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_17/03-01-08-02-02-02-17.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-01-01-01-01-18.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-01-01-01-02-18.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-01-01-02-01-18.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-01-01-02-02-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-01-01-01-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-01-01-02-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-01-02-01-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-01-02-02-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-02-01-01-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-02-01-02-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-02-02-01-18.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-02-02-02-02-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-01-01-01-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-01-01-02-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-01-02-01-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-01-02-02-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-02-01-01-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-02-01-02-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-02-02-01-18.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-03-02-02-02-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-01-01-01-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-01-01-02-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-01-02-01-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-01-02-02-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-02-01-01-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-02-01-02-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-02-02-01-18.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-04-02-02-02-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-01-01-01-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-01-01-02-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-01-02-01-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-01-02-02-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-02-01-01-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-02-01-02-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-02-02-01-18.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-05-02-02-02-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-01-01-01-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-01-01-02-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-01-02-01-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-01-02-02-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-02-01-01-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-02-01-02-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-02-02-01-18.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-06-02-02-02-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-01-01-01-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-01-01-02-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-01-02-01-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-01-02-02-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-02-01-01-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-02-01-02-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-02-02-01-18.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-07-02-02-02-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-01-01-01-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-01-01-02-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-01-02-01-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-01-02-02-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-02-01-01-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-02-01-02-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-02-02-01-18.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_18/03-01-08-02-02-02-18.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-01-01-01-01-19.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-01-01-01-02-19.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-01-01-02-01-19.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-01-01-02-02-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-01-01-01-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-01-01-02-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-01-02-01-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-01-02-02-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-02-01-01-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-02-01-02-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-02-02-01-19.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-02-02-02-02-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-01-01-01-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-01-01-02-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-01-02-01-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-01-02-02-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-02-01-01-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-02-01-02-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-02-02-01-19.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-03-02-02-02-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-01-01-01-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-01-01-02-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-01-02-01-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-01-02-02-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-02-01-01-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-02-01-02-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-02-02-01-19.wav
sad,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-04-02-02-02-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-01-01-01-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-01-01-02-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-01-02-01-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-01-02-02-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-02-01-01-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-02-01-02-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-02-02-01-19.wav
angry,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-05-02-02-02-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-01-01-01-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-01-01-02-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-01-02-01-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-01-02-02-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-02-01-01-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-02-01-02-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-02-02-01-19.wav
fear,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-06-02-02-02-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-01-01-01-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-01-01-02-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-01-02-01-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-01-02-02-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-02-01-01-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-02-01-02-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-02-02-01-19.wav
disgust,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-07-02-02-02-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-01-01-01-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-01-01-02-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-01-02-01-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-01-02-02-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-02-01-01-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-02-01-02-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-02-02-01-19.wav
surprise,C:\Users\Farid\Desktop\test\ravdess\Actor_19/03-01-08-02-02-02-19.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-01-01-01-01-20.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-01-01-01-02-20.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-01-01-02-01-20.wav
neutral,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-01-01-02-02-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-01-01-01-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-01-01-02-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-01-02-01-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-01-02-02-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-02-01-01-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-02-01-02-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-02-02-01-20.wav
calm,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-02-02-02-02-20.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-03-01-01-01-20.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-03-01-01-02-20.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-03-01-02-01-20.wav
happy,C:\Users\Farid\Desktop\test\ravdess\Actor_20/03-01-03-01-02-02-20.wav
